gmt_create,predict_type,predict_status,exec_time_seconds,groupId,prompt_length,negative_prompt_length,num_images_per_prompt,num_inference_steps,checkpoint_model_version_id,num_lora
2024-11-22 21:14:41,TXT_2_IMG,SUCCEED,15.0,G0264,4.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:15:00,TXT_2_IMG,SUCCEED,20.0,G0264,4.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:15:40,TXT_2_IMG,SUCCEED,16.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:16:12,TXT_2_IMG,SUCCEED,14.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:16:44,TXT_2_IMG,SUCCEED,15.0,G0264,3.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:16:46,TXT_2_IMG,SUCCEED,22.0,G0874,71.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:17:06,TXT_2_IMG,SUCCEED,26.0,G0264,3.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:17:32,TXT_2_IMG,SUCCEED,18.0,G0875,49.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:17:36,TXT_2_IMG,SUCCEED,11.0,G0264,6.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:17:57,TXT_2_IMG,SUCCEED,11.0,G0264,6.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:19:00,TXT_2_IMG,SUCCEED,20.0,G0264,57.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:19:48,TXT_2_IMG,SUCCEED,20.0,G0264,65.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:20:17,TXT_2_IMG,SUCCEED,12.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:20:40,TXT_2_IMG,SUCCEED,19.0,G0264,49.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:20:41,TXT_2_IMG,SUCCEED,18.0,G0876,34.0,26.0,1.0,30.0,M0010,0
2024-11-22 21:21:04,TXT_2_IMG,SUCCEED,10.0,G0264,49.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:21:36,TXT_2_IMG,SUCCEED,11.0,G0264,49.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:21:52,TXT_2_IMG,SUCCEED,13.0,G0264,4.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:22:30,TXT_2_IMG,SUCCEED,20.0,G0877,8.0,26.0,1.0,30.0,M0004,0
2024-11-22 21:24:40,TXT_2_IMG,SUCCEED,19.0,G0878,65.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:24:51,TXT_2_IMG,SUCCEED,11.0,G0264,56.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:25:14,TXT_2_IMG,SUCCEED,12.0,G0264,56.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:25:39,TXT_2_IMG,SUCCEED,23.0,G0878,47.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:25:45,TXT_2_IMG,SUCCEED,20.0,G0264,5.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:25:48,TXT_2_IMG,SUCCEED,20.0,G0643,54.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:25:55,TXT_2_IMG,SUCCEED,13.0,G0879,32.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:26:44,TXT_2_IMG,SUCCEED,27.0,G0264,58.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:27:00,TXT_2_IMG,SUCCEED,18.0,G0880,40.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:27:08,TXT_2_IMG,SUCCEED,12.0,G0881,8.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:27:08,TXT_2_IMG,SUCCEED,12.0,G0878,36.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:27:23,TXT_2_IMG,SUCCEED,28.0,G0264,4.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:27:51,TXT_2_IMG,SUCCEED,24.0,G0881,62.0,26.0,1.0,30.0,M0014,0
2024-11-22 21:27:59,TXT_2_IMG,SUCCEED,13.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:28:23,TXT_2_IMG,SUCCEED,19.0,G0882,96.0,28.0,1.0,30.0,M0004,0
2024-11-22 21:28:25,TXT_2_IMG,SUCCEED,14.0,G0880,55.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:28:25,TXT_2_IMG,SUCCEED,14.0,G0878,52.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:28:28,TXT_2_IMG,SUCCEED,11.0,G0264,58.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:28:38,TXT_2_IMG,SUCCEED,25.0,G0881,45.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:28:48,TXT_2_IMG,SUCCEED,12.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:29:27,TXT_2_IMG,SUCCEED,24.0,G0878,50.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:29:39,TXT_2_IMG,SUCCEED,12.0,G0880,54.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:29:55,TXT_2_IMG,SUCCEED,23.0,G0880,4.0,26.0,1.0,30.0,M0004,0
2024-11-22 21:30:16,TXT_2_IMG,SUCCEED,14.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:30:20,TXT_2_IMG,SUCCEED,10.0,G0878,40.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:30:56,TXT_2_IMG,SUCCEED,16.0,G0878,82.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:30:57,TXT_2_IMG,SUCCEED,15.0,G0264,3.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:31:19,TXT_2_IMG,SUCCEED,11.0,G0882,4.0,28.0,1.0,30.0,M0004,0
2024-11-22 21:31:36,TXT_2_IMG,SUCCEED,21.0,G0882,5.0,28.0,1.0,30.0,M0004,0
2024-11-22 21:31:42,TXT_2_IMG,SUCCEED,21.0,G0883,53.0,26.0,1.0,30.0,M0006,0
2024-11-22 21:32:15,TXT_2_IMG,SUCCEED,15.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:32:24,TXT_2_IMG,SUCCEED,21.0,G0882,6.0,28.0,1.0,30.0,M0004,0
2024-11-22 21:32:26,TXT_2_IMG,SUCCEED,16.0,G0883,56.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:32:52,TXT_2_IMG,SUCCEED,11.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:33:15,TXT_2_IMG,SUCCEED,21.0,G0883,71.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:33:31,TXT_2_IMG,SUCCEED,11.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:33:33,TXT_2_IMG,SUCCEED,15.0,G0884,56.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:33:51,TXT_2_IMG,SUCCEED,21.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:34:02,TXT_2_IMG,SUCCEED,13.0,G0885,60.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:34:17,TXT_2_IMG,SUCCEED,13.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:34:30,TXT_2_IMG,SUCCEED,18.0,G0883,71.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:34:35,TXT_2_IMG,SUCCEED,13.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:34:42,TXT_2_IMG,SUCCEED,18.0,G0885,51.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:35:14,TXT_2_IMG,SUCCEED,13.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:35:17,TXT_2_IMG,SUCCEED,46.0,G0886,2.0,,1.0,30.0,M0001,1
2024-11-22 21:35:29,TXT_2_IMG,SUCCEED,16.0,G0884,57.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:36:50,TXT_2_IMG,SUCCEED,49.0,G0737,15.0,,1.0,30.0,M0001,0
2024-11-22 21:38:11,IMG_2_IMG,SUCCEED,29.0,G0389,7.0,,4.0,30.0,M0001,1
2024-11-22 21:38:15,TXT_2_IMG,SUCCEED,28.0,G0887,56.0,26.0,1.0,30.0,M0000,0
2024-11-22 21:39:35,TXT_2_IMG,SUCCEED,20.0,G0888,58.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:40:11,TXT_2_IMG,SUCCEED,14.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:40:46,TXT_2_IMG,SUCCEED,21.0,G0755,86.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:41:15,TXT_2_IMG,SUCCEED,22.0,G0888,262.0,26.0,1.0,30.0,M0005,0
2024-11-22 21:42:20,TXT_2_IMG,SUCCEED,17.0,G0878,59.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:42:32,TXT_2_IMG,SUCCEED,11.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:43:18,TXT_2_IMG,SUCCEED,13.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:43:36,TXT_2_IMG,SUCCEED,13.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:43:52,TXT_2_IMG,SUCCEED,12.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:44:27,TXT_2_IMG,SUCCEED,22.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:44:58,TXT_2_IMG,SUCCEED,12.0,G0264,4.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:45:17,TXT_2_IMG,SUCCEED,20.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:45:41,TXT_2_IMG,SUCCEED,11.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:46:00,TXT_2_IMG,SUCCEED,40.0,G0250,65.0,,1.0,30.0,M0003,1
2024-11-22 21:46:41,TXT_2_IMG,SUCCEED,14.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:47:02,TXT_2_IMG,SUCCEED,20.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:47:27,TXT_2_IMG,SUCCEED,10.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:48:10,TXT_2_IMG,SUCCEED,18.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:48:37,TXT_2_IMG,SUCCEED,24.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:49:15,TXT_2_IMG,SUCCEED,13.0,G0264,3.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:49:57,TXT_2_IMG,SUCCEED,16.0,G0889,51.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:50:48,TXT_2_IMG,SUCCEED,17.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:51:10,TXT_2_IMG,SUCCEED,19.0,G0264,5.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:51:40,TXT_2_IMG,SUCCEED,13.0,G0264,4.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:51:59,TXT_2_IMG,SUCCEED,18.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:52:21,TXT_2_IMG,SUCCEED,20.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:52:41,TXT_2_IMG,SUCCEED,21.0,G0890,54.0,26.0,1.0,30.0,M0010,0
2024-11-22 21:52:46,TXT_2_IMG,SUCCEED,10.0,G0891,38.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:53:02,TXT_2_IMG,SUCCEED,15.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:53:46,TXT_2_IMG,SUCCEED,19.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:55:01,TXT_2_IMG,SUCCEED,19.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:55:18,TXT_2_IMG,SUCCEED,47.0,G0892,51.0,26.0,4.0,40.0,M0001,0
2024-11-22 21:56:19,TXT_2_IMG,SUCCEED,22.0,G0893,58.0,26.0,1.0,30.0,M0006,0
2024-11-22 21:56:59,TXT_2_IMG,SUCCEED,63.0,G0892,594.0,26.0,4.0,30.0,M0011,0
2024-11-22 21:57:09,TXT_2_IMG,SUCCEED,65.0,G0275,2.0,,1.0,30.0,M0003,1
2024-11-22 21:57:58,TXT_2_IMG,SUCCEED,13.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:57:59,TXT_2_IMG,SUCCEED,12.0,G0894,57.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:58:32,TXT_2_IMG,SUCCEED,12.0,G0894,42.0,26.0,1.0,30.0,M0002,0
2024-11-22 21:58:55,TXT_2_IMG,SUCCEED,19.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 21:59:24,TXT_2_IMG,SUCCEED,14.0,G0264,2.0,26.0,4.0,30.0,M0026,0
2024-11-22 21:59:39,TXT_2_IMG,SUCCEED,20.0,G0895,70.0,26.0,1.0,30.0,M0016,0
2024-11-22 21:59:53,TXT_2_IMG,SUCCEED,15.0,G0264,1.0,26.0,4.0,30.0,M0026,0
2024-11-22 22:00:12,TXT_2_IMG,SUCCEED,20.0,G0895,73.0,26.0,1.0,30.0,M0000,0
2024-11-22 22:00:20,TXT_2_IMG,SUCCEED,15.0,G0808,28.0,28.0,1.0,30.0,M0004,0
2024-11-22 22:00:26,TXT_2_IMG,SUCCEED,15.0,G0264,1.0,26.0,4.0,30.0,M0026,0
2024-11-22 22:00:51,TXT_2_IMG,SUCCEED,20.0,G0895,71.0,26.0,1.0,30.0,M0010,0
2024-11-22 22:01:01,TXT_2_IMG,SUCCEED,16.0,G0896,60.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:01:06,TXT_2_IMG,SUCCEED,14.0,G0264,1.0,26.0,4.0,30.0,M0026,0
2024-11-22 22:01:14,TXT_2_IMG,SUCCEED,49.0,G0892,111.0,26.0,4.0,40.0,M0001,0
2024-11-22 22:01:55,TXT_2_IMG,SUCCEED,14.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 22:02:00,TXT_2_IMG,SUCCEED,27.0,G0895,205.0,26.0,8.0,30.0,M0002,0
2024-11-22 22:02:22,TXT_2_IMG,SUCCEED,32.0,G0789,27.0,26.0,8.0,40.0,M0025,0
2024-11-22 22:02:27,TXT_2_IMG,SUCCEED,18.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 22:02:45,TXT_2_IMG,SUCCEED,48.0,G0892,92.0,26.0,4.0,40.0,M0001,0
2024-11-22 22:02:51,TXT_2_IMG,SUCCEED,15.0,G0264,1.0,26.0,1.0,30.0,M0026,0
2024-11-22 22:02:56,TXT_2_IMG,SUCCEED,67.0,G0275,2.0,,1.0,30.0,M0003,1
2024-11-22 22:02:56,TXT_2_IMG,SUCCEED,22.0,G0897,48.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:03:18,TXT_2_IMG,SUCCEED,12.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 22:03:34,TXT_2_IMG,SUCCEED,20.0,G0264,2.0,26.0,1.0,30.0,M0026,0
2024-11-22 22:03:38,TXT_2_IMG,SUCCEED,19.0,G0897,4.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:04:50,TXT_2_IMG,SUCCEED,19.0,G0896,59.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:05:01,TXT_2_IMG,SUCCEED,41.0,G0892,88.0,26.0,4.0,40.0,M0001,0
2024-11-22 22:05:08,TXT_2_IMG,SUCCEED,22.0,G0264,2.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:05:13,TXT_2_IMG,SUCCEED,44.0,G0892,88.0,26.0,4.0,40.0,M0001,0
2024-11-22 22:05:40,TXT_2_IMG,SUCCEED,20.0,G0896,59.0,26.0,2.0,30.0,M0002,0
2024-11-22 22:06:08,IMG_2_IMG,SUCCEED,16.0,G0898,25.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:07:18,TXT_2_IMG,SUCCEED,42.0,G0892,84.0,26.0,4.0,40.0,M0001,0
2024-11-22 22:07:42,TXT_2_IMG,SUCCEED,18.0,G0899,42.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:08:17,TXT_2_IMG,SUCCEED,25.0,G0899,52.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:08:48,TXT_2_IMG,SUCCEED,18.0,G0899,60.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:08:51,TXT_2_IMG,SUCCEED,15.0,G0900,56.0,26.0,1.0,30.0,M0000,0
2024-11-22 22:08:53,TXT_2_IMG,SUCCEED,43.0,G0250,65.0,,1.0,30.0,M0003,1
2024-11-22 22:09:05,TXT_2_IMG,SUCCEED,13.0,G0901,59.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:09:24,TXT_2_IMG,SUCCEED,27.0,G0900,56.0,26.0,8.0,30.0,M0000,0
2024-11-22 22:09:49,TXT_2_IMG,SUCCEED,17.0,G0902,57.0,26.0,1.0,30.0,M0010,0
2024-11-22 22:09:51,TXT_2_IMG,SUCCEED,21.0,G0901,65.0,26.0,1.0,30.0,M0010,0
2024-11-22 22:10:16,TXT_2_IMG,SUCCEED,20.0,G0900,52.0,26.0,4.0,30.0,M0010,0
2024-11-22 22:10:17,TXT_2_IMG,SUCCEED,19.0,G0903,44.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:10:36,TXT_2_IMG,SUCCEED,15.0,G0899,46.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:10:41,TXT_2_IMG,SUCCEED,22.0,G0901,70.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:10:42,TXT_2_IMG,SUCCEED,51.0,G0904,25.0,,8.0,30.0,M0001,1
2024-11-22 22:10:49,TXT_2_IMG,SUCCEED,14.0,G0900,58.0,26.0,4.0,30.0,M0010,0
2024-11-22 22:11:01,TXT_2_IMG,SUCCEED,20.0,G0905,43.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:11:18,TXT_2_IMG,SUCCEED,9.0,G0899,38.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:11:22,TXT_2_IMG,SUCCEED,20.0,G0496,106.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:11:27,TXT_2_IMG,SUCCEED,18.0,G0901,77.0,26.0,1.0,30.0,M0000,0
2024-11-22 22:11:51,TXT_2_IMG,SUCCEED,22.0,G0899,17.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:12:17,TXT_2_IMG,SUCCEED,14.0,G0901,57.0,26.0,1.0,30.0,M0016,0
2024-11-22 22:12:22,TXT_2_IMG,SUCCEED,21.0,G0496,86.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:12:39,TXT_2_IMG,SUCCEED,16.0,G0903,42.0,26.0,1.0,30.0,M0010,0
2024-11-22 22:12:41,TXT_2_IMG,SUCCEED,26.0,G0264,3.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:12:43,TXT_2_IMG,SUCCEED,21.0,G0906,65.0,,1.0,30.0,M0004,0
2024-11-22 22:13:11,TXT_2_IMG,SUCCEED,14.0,G0901,57.0,26.0,1.0,30.0,M0016,0
2024-11-22 22:13:42,TXT_2_IMG,SUCCEED,10.0,G0907,14.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:13:51,TXT_2_IMG,SUCCEED,16.0,G0905,47.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:14:07,TXT_2_IMG,SUCCEED,24.0,G0264,3.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:14:39,TXT_2_IMG,SUCCEED,13.0,G0907,6.0,28.0,1.0,30.0,M0004,0
2024-11-22 22:14:53,TXT_2_IMG,SUCCEED,23.0,G0478,66.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:14:56,TXT_2_IMG,SUCCEED,20.0,G0264,2.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:15:15,TXT_2_IMG,SUCCEED,13.0,G0905,51.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:15:24,TXT_2_IMG,SUCCEED,31.0,G0904,34.0,26.0,8.0,30.0,M0004,1
2024-11-22 22:15:41,TXT_2_IMG,SUCCEED,11.0,G0899,33.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:15:52,TXT_2_IMG,SUCCEED,24.0,G0264,2.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:15:59,TXT_2_IMG,SUCCEED,23.0,G0899,59.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:16:44,TXT_2_IMG,SUCCEED,17.0,G0908,41.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:16:56,TXT_2_IMG,SUCCEED,20.0,G0264,1.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:17:07,IMG_2_IMG,SUCCEED,15.0,G0905,6.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:17:38,TXT_2_IMG,SUCCEED,23.0,G0905,58.0,26.0,1.0,30.0,M0006,0
2024-11-22 22:17:39,TXT_2_IMG,SUCCEED,13.0,G0909,56.0,26.0,2.0,30.0,M0002,0
2024-11-22 22:17:43,TXT_2_IMG,SUCCEED,18.0,G0264,3.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:18:13,TXT_2_IMG,SUCCEED,21.0,G0905,58.0,26.0,1.0,30.0,M0016,0
2024-11-22 22:18:29,TXT_2_IMG,SUCCEED,14.0,G0909,35.0,26.0,1.0,30.0,M0010,0
2024-11-22 22:18:40,TXT_2_IMG,SUCCEED,21.0,G0264,4.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:19:36,TXT_2_IMG,SUCCEED,31.0,G0146,94.0,,1.0,30.0,M0001,1
2024-11-22 22:19:37,TXT_2_IMG,SUCCEED,21.0,G0059,50.0,26.0,2.0,30.0,M0010,0
2024-11-22 22:19:52,TXT_2_IMG,SUCCEED,21.0,G0264,123.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:20:09,TXT_2_IMG,SUCCEED,13.0,G0899,9.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:20:34,TXT_2_IMG,SUCCEED,12.0,G0899,45.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:20:38,TXT_2_IMG,SUCCEED,17.0,G0264,123.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:20:45,TXT_2_IMG,SUCCEED,19.0,G0909,39.0,26.0,1.0,30.0,M0010,0
2024-11-22 22:20:53,TXT_2_IMG,SUCCEED,26.0,G0899,35.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:22:10,TXT_2_IMG,SUCCEED,16.0,G0264,4.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:22:13,TXT_2_IMG,SUCCEED,12.0,G0909,24.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:22:51,TXT_2_IMG,SUCCEED,20.0,G0264,49.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:22:56,TXT_2_IMG,SUCCEED,21.0,G0902,49.0,26.0,2.0,30.0,M0002,0
2024-11-22 22:23:03,TXT_2_IMG,SUCCEED,20.0,G0910,73.0,26.0,2.0,30.0,M0016,0
2024-11-22 22:23:35,TXT_2_IMG,SUCCEED,18.0,G0264,1.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:23:40,TXT_2_IMG,SUCCEED,22.0,G0902,47.0,26.0,2.0,30.0,M0010,0
2024-11-22 22:23:53,TXT_2_IMG,SUCCEED,21.0,G0909,27.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:24:24,TXT_2_IMG,SUCCEED,32.0,G0146,46.0,,1.0,30.0,M0001,1
2024-11-22 22:25:31,TXT_2_IMG,SUCCEED,16.0,G0909,40.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:25:37,TXT_2_IMG,SUCCEED,49.0,G0146,46.0,,1.0,30.0,M0003,1
2024-11-22 22:25:55,TXT_2_IMG,SUCCEED,34.0,G0515,61.0,26.0,1.0,30.0,M0014,0
2024-11-22 22:26:00,TXT_2_IMG,SUCCEED,38.0,G0911,8.0,26.0,4.0,40.0,M0001,0
2024-11-22 22:26:05,IMG_2_IMG,SUCCEED,15.0,G0906,30.0,18.0,1.0,30.0,M0004,0
2024-11-22 22:26:33,IMG_2_IMG,SUCCEED,14.0,G0906,30.0,18.0,1.0,30.0,M0004,0
2024-11-22 22:26:45,TXT_2_IMG,SUCCEED,59.0,G0146,46.0,,8.0,30.0,M0003,1
2024-11-22 22:26:48,TXT_2_IMG,SUCCEED,17.0,G0908,28.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:27:00,IMG_2_IMG,SUCCEED,8.0,G0906,30.0,18.0,1.0,30.0,M0004,0
2024-11-22 22:27:10,TXT_2_IMG,SUCCEED,40.0,G0911,6.0,26.0,4.0,40.0,M0001,0
2024-11-22 22:27:54,IMG_2_IMG,SUCCEED,17.0,G0906,30.0,18.0,1.0,30.0,M0004,0
2024-11-22 22:28:04,TXT_2_IMG,SUCCEED,22.0,G0264,1.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:28:25,IMG_2_IMG,SUCCEED,19.0,G0906,30.0,18.0,4.0,30.0,M0004,0
2024-11-22 22:28:56,TXT_2_IMG,SUCCEED,66.0,G0146,42.0,,8.0,30.0,M0003,1
2024-11-22 22:29:23,TXT_2_IMG,SUCCEED,24.0,G0912,73.0,26.0,1.0,30.0,M0000,0
2024-11-22 22:29:36,TXT_2_IMG,SUCCEED,32.0,G0913,65.0,26.0,4.0,30.0,M0010,0
2024-11-22 22:30:19,INPAINTING,SUCCEED,13.0,G0914,17.0,26.0,1.0,30.0,M0004,0
2024-11-22 22:30:44,TXT_2_IMG,SUCCEED,18.0,G0915,67.0,26.0,1.0,30.0,M0010,0
2024-11-22 22:30:54,TXT_2_IMG,SUCCEED,47.0,G0146,25.0,,8.0,30.0,M0003,1
2024-11-22 22:30:55,TXT_2_IMG,SUCCEED,22.0,G0913,68.0,26.0,2.0,30.0,M0010,0
2024-11-22 22:30:57,TXT_2_IMG,SUCCEED,20.0,G0039,12.0,26.0,1.0,30.0,M0026,0
2024-11-22 22:31:21,TXT_2_IMG,SUCCEED,59.0,G0904,46.0,,1.0,30.0,M0001,1
2024-11-22 22:31:25,IMG_2_IMG,SUCCEED,16.0,G0914,17.0,26.0,4.0,30.0,M0004,0
2024-11-22 22:31:59,TXT_2_IMG,SUCCEED,30.0,G0913,105.0,26.0,4.0,30.0,M0010,0
2024-11-22 22:32:40,TXT_2_IMG,SUCCEED,65.0,G0904,46.0,,8.0,30.0,M0001,1
2024-11-22 22:33:00,TXT_2_IMG,SUCCEED,24.0,G0911,24.0,27.0,4.0,30.0,M0004,1
2024-11-22 22:33:11,IMG_2_IMG,SUCCEED,19.0,G0914,17.0,26.0,4.0,35.0,M0034,0
2024-11-22 22:33:14,TXT_2_IMG,SUCCEED,19.0,G0039,68.0,26.0,1.0,30.0,M0010,0
2024-11-22 22:33:30,TXT_2_IMG,SUCCEED,45.0,G0916,53.0,26.0,4.0,40.0,M0001,0
2024-11-22 22:33:46,TXT_2_IMG,SUCCEED,29.0,G0911,10.0,27.0,4.0,30.0,M0004,1
2024-11-22 22:34:03,TXT_2_IMG,SUCCEED,21.0,G0917,54.0,26.0,1.0,30.0,M0002,0
2024-11-22 22:34:20,TXT_2_IMG,SUCCEED,25.0,G0264,2.0,26.0,8.0,30.0,M0026,0
2024-11-22 22:34:28,IMG_2_IMG,SUCCEED,17.0,G0914,9.0,26.0,4.0,35.0,M0034,0
2024-11-22 22:34:52,TXT_2_IMG,SUCCEED,38.0,G0918,47.0,26.0,1.0,40.0,M0001,0
